"","zip","pop_total","pop_25","prop_hs","prop_sc","prop_b","prop_grad","hh_inc","f_inc","pc_inc"
"6504","20770",28181,19140,0.900992685475444,0.694043887147335,0.431556948798328,0.199582027168234,84125,100081,45269
"6505","20771",0,0,NA,NA,NA,NA,NA,NA,NA
"6506","20772",52768,37915,0.943426084663062,0.718501912171964,0.455861796122907,0.182539891863379,135576,153929,58867
"6507","20774",52221,38598,0.955127208663661,0.773589305145344,0.463288253277372,0.215607026270791,128392,159533,60028
"6508","20776",3354,2274,0.909850483729112,0.624890061565523,0.382585751978892,0.211521547933157,122440,166972,59265
"6509","20777",3046,2073,0.987457790641582,0.874095513748191,0.759768451519537,0.459720212252774,218808,224219,88136
"6510","20778",2243,1519,0.980250164581962,0.700460829493088,0.43778801843318,0.290980908492429,177083,175746,62490
"6511","20779",1010,819,0.936507936507937,0.822954822954823,0.354090354090354,0.178266178266178,120924,126734,67642
"6512","20781",13274,9152,0.812718531468531,0.650458916083916,0.429195804195804,0.268684440559441,91037,109198,39927
"6513","20782",34646,25307,0.775240052159482,0.546844746512823,0.373137866993322,0.177065634014304,88226,94438,43202
"6514","20783",50893,31434,0.564166189476363,0.340586625946427,0.186804097474073,0.0767640134885792,87052,83049,28657
"6515","20784",32271,21770,0.788470372071658,0.474506201194304,0.227055581074874,0.066789159393661,84599,103739,36834
"6516","20785",40946,26968,0.875074161969742,0.552024621773954,0.297574903589439,0.114357757342035,83690,91696,36991
"6517","20794",16182,12388,0.820552147239264,0.481837261866322,0.29189538262835,0.117452373264449,105441,113049,34967
"6518","20812",314,212,0.971698113207547,0.938679245283019,0.830188679245283,0.523584905660377,195000,223125,91402
"6519","20814",30822,22635,0.979368235034239,0.932538104705103,0.842853987187983,0.572255356748398,150401,222306,107586
"6520","20815",31269,22614,0.979614398160432,0.931944812947731,0.849606438489431,0.588971433625188,198243,250001,131556
"6521","20816",18081,11790,0.978117048346056,0.954198473282443,0.888379983036472,0.559541984732824,231284,250001,116348
"6522","20817",37738,25997,0.979651498249798,0.930568911797515,0.853367696272647,0.559564565142132,240104,250001,121150
"6523","20818",1602,1134,0.985890652557319,0.918871252204586,0.886243386243386,0.667548500881834,221392,250001,146657
"6524","20832",25766,16932,0.958067564375148,0.837349397590361,0.635896527285613,0.289570044885424,166892,184932,67017
"6525","20833",7868,5324,0.980653643876784,0.849737039819684,0.649887302779865,0.318745304282494,203631,225086,66763
"6526","20837",6605,4813,0.924994805734469,0.834822356118845,0.611053397049657,0.289424475379181,191927,216089,69955
"6527","20838",409,236,0.991525423728814,0.728813559322034,0.597457627118644,0.26271186440678,223571,232500,62236
"6528","20839",116,95,1,1,0.652631578947368,0.357894736842105,101250,NA,63591
"6529","20841",9706,7076,0.913793103448276,0.73728094968909,0.611221028829847,0.324759751271905,184276,217744,68603
"6530","20842",2093,1479,0.917511832319135,0.688302907369844,0.512508451656525,0.279242731575389,166389,192083,64766
"6531","20850",50365,37043,0.944739896876603,0.854412439597225,0.670788003131496,0.39006020030775,122691,161404,67423
"6532","20851",14660,10465,0.846344959388438,0.6134734830387,0.413951266125179,0.203631151457238,113951,126136,47505
"6533","20852",47857,35142,0.936770815548347,0.864634909794548,0.742103465938194,0.43762449490638,121496,163498,74110
"6534","20853",31438,21874,0.88630337386852,0.72245588369754,0.513897778184146,0.257703209289568,157168,168486,55810
"6535","20854",49694,34142,0.966463593228282,0.931667740612735,0.856628199871126,0.564876105676293,250001,250001,110500
"6536","20855",16557,11917,0.962322732231266,0.865570193840732,0.677687337417135,0.348074179743224,147708,165678,66362
"6537","20860",2062,1511,0.833884844473858,0.664460622104566,0.507610853739246,0.263401720714758,NA,NA,85608
"6538","20861",3020,2181,0.874828060522696,0.807427785419532,0.707932141219624,0.492893168271435,176094,185141,78330
"6539","20862",393,379,0.952506596306069,0.823218997361478,0.680738786279683,0.424802110817942,242721,226544,99972
"6540","20866",16499,11157,0.91467240297571,0.719727525320427,0.435152818858116,0.201936004302232,134682,144792,46450
"6541","20868",384,256,0.921875,0.90234375,0.55078125,0.24609375,109554,109554,39523
"6542","20871",28329,18257,0.946267185189242,0.843073889467054,0.67590513227803,0.323054171002903,177120,186463,58295
"6543","20872",13138,9183,0.928563650223239,0.734291625830339,0.466840901666122,0.185233583796145,132804,150366,56640
"6544","20874",62233,42431,0.90353750795409,0.724493884188447,0.486908156772171,0.228347198981876,109648,121058,50989
"6545","20876",26511,17226,0.88256124463021,0.733658423313596,0.516080343666551,0.236038546383374,113329,122385,45776
"6546","20877",39068,26209,0.763134801022549,0.547598153306116,0.351787553893701,0.15010111030562,86103,92482,38859
"6547","20878",65236,45786,0.961603983750491,0.858734110863583,0.700934783558293,0.349211549381907,142062,172227,69898
"6548","20879",26120,17834,0.874172928114837,0.680946506672648,0.416115285409891,0.172984187507009,105109,126212,45736
"6549","20880",590,499,0.993987975951904,0.835671342685371,0.701402805611222,0.362725450901804,160417,194375,85758
"6550","20882",13661,9800,0.944081632653061,0.797142857142857,0.582040816326531,0.306734693877551,186964,196518,79340
"6551","20886",34419,23695,0.87702046845326,0.676387423507069,0.433931209115847,0.199155940071745,98767,106765,44800
"6552","20889",210,92,1,0.945652173913043,0.554347826086957,0.141304347826087,NA,NA,82729
"6553","20892",0,0,NA,NA,NA,NA,NA,NA,NA
"6554","20894",0,0,NA,NA,NA,NA,NA,NA,NA
"6555","20895",19042,13021,0.96789801090546,0.852545887412641,0.738422548191383,0.441056754473543,169527,222773,80692
"6556","20896",890,647,0.996908809891808,0.979907264296754,0.884080370942813,0.587326120556414,250001,250001,106754
"6557","20899",106,106,0.716981132075472,0.5,0.330188679245283,0.330188679245283,23917,NA,19937
"6558","20901",37338,26206,0.898839960314432,0.751698084408151,0.564336411508815,0.312294894299015,127133,158832,58121
"6559","20902",53170,35550,0.828326300984529,0.678762306610408,0.473220815752461,0.250436005625879,111408,126910,48887
"6560","20903",25540,15392,0.658199064449064,0.406120062370062,0.263838357588358,0.113175675675676,77349,79290,28359
"6561","20904",57244,39160,0.902451481103167,0.712895812053115,0.495250255362615,0.24611848825332,93322,105066,48162
"6562","20905",18268,12437,0.958752110637614,0.817158478732813,0.570153574013026,0.278764975476401,155023,157158,55508
"6563","20906",71216,49681,0.867534872486464,0.635695738813631,0.423582456069725,0.200458927960387,92964,104335,43855
"6564","20910",45096,33664,0.954105275665399,0.873960313688213,0.740553707224335,0.419765922053232,107994,160664,69167
"6565","20912",25428,16730,0.856545128511656,0.682367005379558,0.511536162582188,0.306754333532576,82097,109294,49784
"6566","21001",26121,18267,0.917501505446981,0.597087644386051,0.280451086659003,0.105873980401817,81778,101278,40698
"6567","21005",2354,1537,0.968119713728042,0.858165256994144,0.521795705920625,0.179570592062459,123264,145250,55050
"6568","21009",33444,23327,0.954001800488704,0.702790757491319,0.396793415355597,0.164101684743002,117017,133475,50399
"6569","21010",216,70,1,1,0.657142857142857,0.657142857142857,94097,NA,21764
"6570","21012",22306,14915,0.979148508213208,0.878243379148508,0.597854508883674,0.26067717063359,137544,154042,60885
"6571","21013",5985,4041,0.930215293244246,0.758723088344469,0.555060628557288,0.254392477109626,170333,178686,72180
"6572","21014",37976,26686,0.943978115865997,0.704826500786929,0.445214719328487,0.195495765569962,113825,144293,50990
"6573","21015",30451,20298,0.960882845600552,0.761010937038132,0.522120405951325,0.230515321706572,137219,160573,57656
"6574","21017",6404,4503,0.974017321785476,0.727070841661115,0.388185654008439,0.125027759271597,100298,122386,46460
"6575","21023",83,54,0.87037037037037,0.740740740740741,0.277777777777778,0.0925925925925926,81438,81438,42730
"6576","21028",2872,2043,0.961820851688693,0.691140479686735,0.500244738130201,0.26431718061674,133583,153542,61222
"6577","21029",13783,8842,0.991517756163764,0.934290884415291,0.81825378873558,0.482696222574078,250001,250001,90259
"6578","21030",25312,18106,0.925660002209212,0.730365624654811,0.534518943996465,0.209322876394565,97875,129203,59252
"6579","21031",25,18,1,1,0,0,NA,NA,NA
"6580","21032",8553,6415,0.959781761496493,0.739516757599376,0.495401402961808,0.200155884645362,175234,194073,80056
"6581","21034",2802,2049,0.886285993167399,0.468521229868228,0.242069302098585,0.114202049780381,77063,100500,43113
"6582","21035",7787,5601,0.970898053918943,0.758435993572576,0.555972147830745,0.237100517764685,176597,198185,77429
"6583","21036",2162,1592,0.978015075376884,0.884422110552764,0.680904522613065,0.28643216080402,170313,197143,82411
"6584","21037",20851,15085,0.948690752403049,0.713556513092476,0.462247265495525,0.179184620483924,135541,153896,67149
"6585","21040",25290,16679,0.941723124887583,0.591222495353438,0.232088254691528,0.107200671503088,86925,101318,37072
"6586","21042",43021,29500,0.975118644067797,0.887593220338983,0.74728813559322,0.412610169491525,190504,212618,77562
"6587","21043",47134,31643,0.945675188825333,0.821129475713428,0.642543374522011,0.334892393262333,141846,169745,64911
"6588","21044",44775,32385,0.962081210436931,0.854191755442334,0.673274664196387,0.360938706191138,132924,160000,67519
"6589","21045",40866,28516,0.935159208865198,0.799621265254594,0.574379295833918,0.318031982045168,117323,141326,53227
"6590","21046",15433,10269,0.979160580387574,0.857921900866686,0.620021423702405,0.308306553705327,126549,139184,61464
"6591","21047",13540,9526,0.983833718244804,0.799181188326685,0.530757925677094,0.225383161872769,154524,161319,64367
"6592","21048",10002,7103,0.96325496269182,0.671265662396171,0.434886667605237,0.166549345347036,122801,149415,55800
"6593","21050",17848,12270,0.957457212713936,0.746943765281174,0.468215158924205,0.1880195599022,123750,143807,53046
"6594","21051",132,106,0.886792452830189,0.735849056603774,0.122641509433962,0,189453,189453,75983
"6595","21052",246,168,0.898809523809524,0.273809523809524,0,0,117222,125571,52147
"6596","21053",3018,2308,0.917677642980936,0.707105719237435,0.425043327556326,0.15684575389948,100015,145938,61122
"6597","21054",15412,9889,0.93952876933967,0.773890181009202,0.57852158964506,0.258671250884822,153976,195038,62213
"6598","21056",264,264,1,0.924242424242424,0.924242424242424,0.0833333333333333,250001,250001,218436
"6599","21057",4463,3059,0.950310559006211,0.823471722785224,0.58025498528931,0.246812683883622,170417,194643,64304
"6600","21060",39225,27968,0.912221109839817,0.622890446224256,0.319400743707094,0.122854691075515,99739,116860,48058
"6601","21061",56453,38743,0.897478254136231,0.570916036445293,0.263918643367834,0.100585912293834,86081,98300,38445
"6602","21071",355,249,1,0.875502008032129,0.674698795180723,0.534136546184739,138456,139559,51958
"6603","21074",15070,10665,0.968307548054383,0.671448663853727,0.359399906235349,0.135771214252227,101462,129010,50571
"6604","21075",37146,24238,0.942487003878208,0.794124927799323,0.576697747338889,0.267472563742883,133321,151611,53091
"6605","21076",23642,16933,0.959251166361543,0.822713045532392,0.550581704364259,0.253292387645426,143409,156887,65489
"6606","21077",137,137,1,0.927007299270073,0.64963503649635,0.328467153284672,NA,187586,66516
"6607","21078",20002,15082,0.929319718870176,0.684590903063254,0.409163240949476,0.198912611059541,109451,128627,55075
"6608","21082",525,422,0.976303317535545,0.758293838862559,0.554502369668246,0.383886255924171,144426,148068,79572
"6609","21084",7488,5330,0.968855534709193,0.715009380863039,0.433583489681051,0.177298311444653,118098,138170,57980
"6610","21085",16511,12385,0.929592248687929,0.606136455389584,0.309568025837707,0.134598304400484,107975,124265,53546
"6611","21087",5742,4369,0.953536278324559,0.683909361409934,0.459372854200046,0.201190203707942,124500,153810,61057
"6612","21090",10033,7045,0.948757984386089,0.746061036195884,0.427963094393187,0.178424414478353,124688,137985,52345
"6613","21093",38895,28705,0.94903326946525,0.847204319804912,0.678662253962724,0.327991639087267,121771,166661,66680
"6614","21102",12176,8824,0.975747960108794,0.652651858567543,0.321282864913871,0.114687216681777,119535,143228,51635
"6615","21104",5786,4048,0.983448616600791,0.808300395256917,0.633152173913043,0.250247035573123,199803,209592,74924
"6616","21105",31,31,1,1,0.387096774193548,0,NA,NA,NA
"6617","21108",17894,12152,0.975724160631995,0.796905859117841,0.536290322580645,0.215766951942067,146556,163304,62037
"6618","21111",4690,3464,0.994226327944573,0.902136258660508,0.640300230946882,0.275981524249423,135781,159972,67127
"6619","21113",38053,26265,0.976775176089853,0.805596801827527,0.514334665905197,0.250713877784123,125081,143528,58205
"6620","21114",25724,16899,0.974318006982662,0.845671341499497,0.598023551689449,0.261258062607255,136250,158773,60928
"6621","21117",61337,41537,0.948214844596384,0.76996412836748,0.478320533500253,0.224931988347738,100934,117738,51246
"6622","21120",7286,5066,0.9749309119621,0.812870114488749,0.62001579155152,0.259178839320963,157275,167428,73297
"6623","21122",61589,43854,0.934578373694532,0.627171979750992,0.31552423952205,0.124390021434761,121732,133853,55485
"6624","21128",14954,10576,0.939012859304085,0.743192133131619,0.541319969742814,0.215771558245083,123191,152696,54332
"6625","21130",75,13,1,0,0,0,NA,NA,29757
"6626","21131",7050,5137,0.982674712867432,0.827331127116994,0.717150087599766,0.342612419700214,187250,197200,80073
"6627","21132",2904,2122,0.969839773798303,0.676720075400566,0.346371347785108,0.191800188501414,150119,167755,66072
"6628","21133",31847,23468,0.903102096471791,0.646710414181012,0.345875234361684,0.151653315152548,84248,104604,41838
"6629","21136",33778,24230,0.930540652084193,0.748287247214197,0.516054477919934,0.241229880313661,106559,132770,54898
"6630","21140",4231,2997,0.985652318985652,0.830497163830497,0.517183850517184,0.227227227227227,152188,177857,75037
"6631","21144",37372,25476,0.945556602292354,0.710551106924164,0.435233160621762,0.195085570733239,132820,146268,56109
"6632","21146",28489,19223,0.964573687769859,0.789679030328253,0.602403370961869,0.30869271185559,169835,205527,72385
"6633","21152",6402,4411,0.99501246882793,0.83654500113353,0.54726819315348,0.234867377012015,119833,150313,68763
"6634","21153",519,431,1,0.97215777262181,0.842227378190255,0.638051044083527,184643,250001,171235
"6635","21154",7187,5228,0.93726090283091,0.574407039020658,0.298393267023718,0.0870313695485846,100583,121750,45643
"6636","21155",3124,2156,0.99025974025974,0.708256029684601,0.48747680890538,0.168367346938776,124219,154750,56199
"6637","21156",297,174,1,0.908045977011494,0.655172413793103,0.298850574712644,124648,124648,49965
"6638","21157",40191,27464,0.92572094378095,0.637634721817652,0.371759394115934,0.143606175356831,102835,129775,46732
"6639","21158",22404,16007,0.946648341350659,0.65358905478853,0.363403510963953,0.133066783282314,108795,125855,51165
"6640","21160",2543,1948,0.896817248459959,0.57340862422998,0.162217659137577,0.0862422997946612,102188,131047,45760
"6641","21161",5288,3615,0.946058091286307,0.624619640387275,0.351867219917012,0.163762102351314,99709,113906,53019
"6642","21162",4511,2815,0.946003552397869,0.770515097690941,0.468561278863233,0.209946714031972,168021,186351,58171
"6643","21163",7031,4840,0.980578512396694,0.836157024793388,0.613223140495868,0.36301652892562,131154,174135,67501
"6644","21201",17819,13163,0.904277140469498,0.698397021955481,0.465167515004178,0.24508090860746,44722,43955,40342
"6645","21202",21506,16979,0.863125036810177,0.66287767241887,0.483067318452206,0.278697214205784,61578,71111,43816
"6646","21204",19605,12537,0.962590731434953,0.873653984206748,0.72633006301348,0.35040280768924,98452,159298,67752
"6647","21205",13665,9063,0.776784729118393,0.386957960940086,0.16308065761889,0.0793335540108132,38723,44592,22109
"6648","21206",49901,34642,0.886842561053057,0.543386640494198,0.249379366087408,0.0840598117891577,62965,80635,34560
"6649","21207",49599,34532,0.894995945789413,0.607146994092436,0.308148963280436,0.133759990733233,64284,82495,35043
"6650","21208",38108,27326,0.94378979726268,0.769267364414843,0.492388201712655,0.251628485691283,90822,117488,52450
"6651","21209",30766,19971,0.957137849882329,0.828551399529318,0.603625256622102,0.345250613389415,87669,131944,51800
"6652","21210",14612,8015,0.983530879600749,0.903680598877105,0.828696194635059,0.523892701185278,108929,206806,64671
"6653","21211",15481,13208,0.927846759539673,0.76817080557238,0.607737734706239,0.318821926105391,81467,113244,57993
"6654","21212",33425,22619,0.914319819620673,0.745258411070339,0.550422211415182,0.315310137495026,96752,141903,61277
"6655","21213",27881,18740,0.840715048025614,0.436819637139808,0.16675560298826,0.0792956243329776,50031,56424,27805
"6656","21214",21295,15398,0.929146642421094,0.694700610468892,0.421613196519028,0.211975581244317,82093,93712,40444
"6657","21215",52078,36385,0.842297650130548,0.535852686546654,0.250762676927305,0.10240483715817,47606,62517,30034
"6658","21216",27296,19063,0.869223102344857,0.463620626344227,0.162880973613807,0.0700309500078686,46440,63588,26585
"6659","21217",31125,22250,0.834202247191011,0.486786516853933,0.22314606741573,0.0989662921348315,37207,54666,31721
"6660","21218",44903,28797,0.89926033961871,0.632808973156926,0.437441400145849,0.242768343924714,58378,82098,38481
"6661","21219",9873,7327,0.917292206905964,0.541558618807152,0.263682271052272,0.09076020199263,118500,136308,61908
"6662","21220",42936,28928,0.888066924778761,0.541620575221239,0.264380530973451,0.0993155420353982,79676,91230,40691
"6663","21221",43536,30441,0.860451364935449,0.470615288591045,0.19789100226668,0.0802864557668933,67368,88289,37385
"6664","21222",58935,39381,0.848708768187705,0.430893070262309,0.135471420228029,0.041923770346106,61934,67216,30695
"6665","21223",19793,13870,0.752271088680606,0.362148521989906,0.123792357606345,0.0609228550829128,41828,43490,25043
"6666","21224",46949,34220,0.852776154295734,0.655113968439509,0.499240210403273,0.227673874926943,86209,81913,51670
"6667","21225",34469,21359,0.790626902008521,0.384053560559951,0.137365981553444,0.0581956084086334,50069,66115,26626
"6668","21226",6593,4396,0.873976342129208,0.614649681528662,0.33803457688808,0.148999090081893,79712,93750,42725
"6669","21227",35695,24760,0.84705169628433,0.51732633279483,0.269345718901454,0.106340872374798,83620,98186,39846
"6670","21228",49417,35228,0.91560690359941,0.734557738162825,0.498495514931305,0.239979561712274,107714,135625,52854
"6671","21229",44687,30810,0.88763388510224,0.524602401817592,0.222200584225901,0.0817267121064589,55457,67494,31555
"6672","21230",33509,24865,0.881801729338427,0.745183993565252,0.588457671425699,0.273034385682687,94164,121702,62856
"6673","21231",14556,11210,0.945316681534344,0.8021409455843,0.65878679750223,0.310615521855486,85382,115595,63380
"6674","21233",0,0,NA,NA,NA,NA,NA,NA,NA
"6675","21234",65010,46806,0.930073067555442,0.666773490578131,0.3645900098278,0.145152330897748,83139,100561,45061
"6676","21236",39653,27877,0.914660831509847,0.67317143164616,0.399540840119095,0.147720342935036,92130,111054,45340
"6677","21237",30851,23361,0.922648859209794,0.612088523607722,0.267069046701768,0.0996960746543384,90269,110542,43614
"6678","21239",28635,19251,0.932938548646824,0.651810295569061,0.329852994649629,0.155472442989975,64288,77299,39086
"6679","21240",0,0,NA,NA,NA,NA,NA,NA,NA
"6680","21244",39545,26293,0.897235005514776,0.642794660175712,0.354543034267676,0.138021526642072,84849,91974,37693
"6681","21250",3001,71,1,0.605633802816901,0.140845070422535,0,NA,NA,5511
"6682","21251",249,24,1,0.791666666666667,0.625,0,NA,NA,13550
"6683","21252",4675,117,1,0.803418803418803,0.273504273504274,0.094017094017094,NA,NA,5628
"6684","21285",3,3,1,1,0,0,NA,NA,NA
"6685","21286",21782,15038,0.954382231679745,0.824843729219311,0.574078999867004,0.271911158398723,93093,135044,55193
"6686","21287",0,0,NA,NA,NA,NA,NA,NA,NA
"6687","21401",39118,29375,0.95543829787234,0.82583829787234,0.60776170212766,0.31131914893617,119296,156422,78167
"6688","21402",2390,863,0.979142526071842,0.726535341830823,0.351100811123986,0.140208574739282,85893,74107,31553
"6689","21403",32757,24233,0.906821276771345,0.776750711839228,0.575702554368011,0.282094664300747,115068,165113,76445
"6690","21405",426,388,0.971649484536082,0.971649484536082,0.75,0.335051546391753,182614,208750,88595
"6691","21409",20175,14052,0.97580415599203,0.819029319669798,0.573868488471392,0.275405636208369,146667,165601,69358
"6692","21502",41810,30783,0.885066432771335,0.489003670857291,0.203261540460644,0.0815385115160965,58721,74674,30485
"6693","21520",2327,1487,0.932750504371217,0.583053127101547,0.285137861466039,0.17955615332885,63631,79205,41376
"6694","21521",1521,1199,0.89324437030859,0.452877397831526,0.100917431192661,0.0825688073394495,69758,74943,35683
"6695","21523",165,110,1,0.509090909090909,0.327272727272727,0.0818181818181818,70347,70833,24468
"6696","21524",732,436,0.958715596330275,0.596330275229358,0.178899082568807,0.0619266055045872,73661,64643,25651
"6697","21529",516,390,0.805128205128205,0.282051282051282,0.0307692307692308,0.0102564102564103,34167,82738,28375
"6698","21530",1481,1150,0.873913043478261,0.492173913043478,0.224347826086957,0.160869565217391,63904,67969,33165
"6699","21531",2346,1915,0.893472584856397,0.4177545691906,0.148302872062663,0.0553524804177546,53750,76515,32982
"6700","21532",13123,7987,0.928759233754852,0.578439964943032,0.325278577688744,0.170026292725679,60158,81573,31281
"6701","21536",3829,2674,0.87322363500374,0.471204188481675,0.206432311144353,0.0830216903515333,69677,89229,39787
"6702","21538",605,441,0.891156462585034,0.26530612244898,0.0929705215419501,0.0748299319727891,83913,110386,35141
"6703","21539",1846,1326,0.897435897435897,0.432126696832579,0.177978883861237,0.0648567119155355,51667,62143,27701
"6704","21540",93,63,0.920634920634921,0.253968253968254,0.142857142857143,0.0317460317460317,73125,81250,28447
"6705","21541",1147,951,0.958990536277603,0.543638275499474,0.345951629863302,0.201892744479495,65347,100909,63551
"6706","21542",161,87,1,0.160919540229885,0,0,NA,NA,14687
"6707","21543",325,299,0.892976588628763,0.397993311036789,0.0802675585284281,0.0802675585284281,NA,NA,47526
"6708","21545",1716,1268,0.939274447949527,0.362776025236593,0.152996845425868,0.0780757097791798,59551,69559,29738
"6709","21550",13469,10240,0.90048828125,0.5001953125,0.25654296875,0.10947265625,65302,82308,41945
"6710","21555",1577,1166,0.900514579759863,0.324185248713551,0.0823327615780446,0.0265866209262436,NA,63182,23579
"6711","21557",1323,1036,0.831081081081081,0.43050193050193,0.242277992277992,0.0945945945945946,33646,87153,28306
"6712","21560",0,0,NA,NA,NA,NA,NA,NA,NA
"6713","21561",2662,1957,0.926417986714359,0.621359223300971,0.352069494123659,0.154317833418498,71964,99750,52519
"6714","21562",3192,1994,0.916750250752257,0.496990972918756,0.139418254764293,0.0561685055165497,53056,61429,27581
"6715","21601",24095,18097,0.915400342598221,0.683704481405758,0.405813118196386,0.181190252528043,81837,108440,51651
"6716","21607",538,403,0.900744416873449,0.248138957816377,0.129032258064516,0.0198511166253102,88702,88654,37773
"6717","21610",358,262,0.950381679389313,0.576335877862595,0.381679389312977,0.179389312977099,74375,82000,32939
"6718","21612",446,417,1,0.820143884892086,0.589928057553957,0.175059952038369,113438,NA,90282
"6719","21613",18167,13029,0.874817714329572,0.490904904443933,0.213370174226725,0.101465960549543,53171,76917,34131
"6720","21617",10614,7282,0.961823674814611,0.659571546278495,0.395633067838506,0.162180719582532,117668,124348,50516
"6721","21619",5905,4427,0.923424440930653,0.695956629771855,0.365258640162638,0.10910323017845,100359,129015,63189
"6722","21620",13533,9161,0.92642724593385,0.653749590656042,0.428992468071171,0.218644252810828,76094,113201,43887
"6723","21622",335,289,0.837370242214533,0.352941176470588,0.224913494809689,0.069204152249135,69792,120625,55158
"6724","21623",2482,1723,0.847359257109692,0.482878699941962,0.211839814277423,0.085896691816599,77014,98889,36883
"6725","21624",165,159,1,0.559748427672956,0.465408805031447,0.0440251572327044,NA,45625,50158
"6726","21625",1837,1278,0.92566510172144,0.534428794992175,0.224569640062598,0.132237871674491,93589,98534,40291
"6727","21626",145,136,1,0.485294117647059,0.110294117647059,0.0661764705882353,NA,NA,62813
"6728","21627",25,25,1,1,0.44,0.44,81563,NA,50204
"6729","21628",299,206,0.91747572815534,0.597087378640777,0.20873786407767,0.0436893203883495,96875,110625,46134
"6730","21629",10285,6954,0.855910267471959,0.493385102099511,0.201898188093184,0.0704630428530342,70117,85919,34454
"6731","21631",2580,1863,0.856146001073537,0.446054750402576,0.254428341384863,0.0896403650026838,69095,70859,37153
"6732","21632",6227,4483,0.85032344412224,0.446799018514388,0.126031675217488,0.0579968770912336,59808,68648,35963
"6733","21634",394,274,0.956204379562044,0.569343065693431,0.284671532846715,0.0985401459854015,58750,67396,35113
"6734","21635",2200,1629,0.834868017188459,0.585635359116022,0.352977286678944,0.158993247391037,97194,115446,47379
"6735","21636",913,686,0.685131195335277,0.204081632653061,0.0962099125364431,0.0670553935860058,66818,85184,29296
"6736","21638",5068,3657,0.93273174733388,0.689089417555373,0.432048126879956,0.158599945310364,130804,142936,62724
"6737","21639",4621,2959,0.831699898614397,0.408921933085502,0.122000675904022,0.0493409935789118,59274,80405,32891
"6738","21640",1251,899,0.809788654060067,0.274749721913237,0.145717463848721,0.014460511679644,65952,62180,30105
"6739","21641",130,112,0.875,0.428571428571429,0.178571428571429,0.107142857142857,65417,66667,29232
"6740","21643",5176,3571,0.81741809017082,0.438252590310837,0.105012601512181,0.0322038644637356,61708,82540,28595
"6741","21644",82,66,1,0,0,0,NA,NA,30251
"6742","21645",872,827,0.990326481257557,0.518742442563482,0.354292623941959,0.16807738814994,NA,162543,60179
"6743","21647",412,295,0.955932203389831,0.779661016949153,0.433898305084746,0.0983050847457627,111111,111139,53003
"6744","21648",104,79,1,0.784810126582278,0.151898734177215,0.0632911392405063,NA,NA,46214
"6745","21649",1938,1248,0.69551282051282,0.293269230769231,0.175480769230769,0.0969551282051282,58464,59179,22348
"6746","21650",98,98,0.928571428571429,0.561224489795918,0.306122448979592,0.183673469387755,NA,139076,57466
"6747","21651",2448,1654,0.903264812575574,0.441354292623942,0.169891172914148,0.0761789600967352,71983,72478,35069
"6748","21652",170,170,1,0.835294117647059,0.629411764705882,0.188235294117647,126174,250001,109190
"6749","21653",132,132,1,0.931818181818182,0.606060606060606,0.196969696969697,100917,NA,68308
"6750","21654",1195,1035,0.947826086956522,0.879227053140097,0.649275362318841,0.338164251207729,88512,91484,61133
"6751","21655",4995,3517,0.919533693488769,0.568666477111174,0.25447824850725,0.128518623827125,85608,98333,42405
"6752","21657",1533,1080,0.767592592592593,0.515740740740741,0.216666666666667,0.0685185185185185,106588,107331,39152
"6753","21658",3802,2934,0.943762781186094,0.678936605316973,0.427402862985685,0.201772324471711,132500,154531,59417
"6754","21659",1480,1087,0.795768169273229,0.258509659613615,0.0984360625574977,0.0119595216191352,68889,78456,30218
"6755","21660",4244,2885,0.878336221837088,0.466204506065858,0.172963604852686,0.0623916811091854,76917,82734,33838
"6756","21661",2400,1954,0.925281473899693,0.609007164790174,0.367451381780962,0.168884339815763,87778,101619,52141
"6757","21662",612,415,0.975903614457831,0.766265060240964,0.539759036144578,0.214457831325301,133125,131250,82880
"6758","21663",3745,2881,0.905588337382853,0.736549809094065,0.495314127039223,0.215203054494967,81932,105250,61038
"6759","21664",598,370,0.913513513513514,0.381081081081081,0.17027027027027,0.0891891891891892,68333,86875,29945
"6760","21665",169,158,0.89873417721519,0.626582278481013,0.417721518987342,0.240506329113924,NA,126250,100251
"6761","21666",14205,10198,0.94763679152775,0.716905275544224,0.422828005491273,0.164149833300647,130426,158611,62181
"6762","21667",276,217,0.84331797235023,0.235023041474654,0.115207373271889,0.032258064516129,61505,61531,45132
"6763","21668",1973,1448,0.941298342541437,0.468232044198895,0.177486187845304,0.0801104972375691,80938,90978,40556
"6764","21669",102,90,1,0.555555555555556,0.333333333333333,0.111111111111111,104750,114583,55514
"6765","21671",836,635,0.839370078740157,0.461417322834646,0.223622047244094,0.125984251968504,64514,93125,48297
"6766","21672",161,141,0.836879432624113,0.397163120567376,0.0567375886524823,0.0567375886524823,80385,NA,47549
"6767","21673",2839,1988,0.939134808853119,0.590040241448692,0.299295774647887,0.154929577464789,72500,90833,47391
"6768","21675",43,43,0.744186046511628,0.255813953488372,0.255813953488372,0.255813953488372,23958,NA,207895
"6769","21676",300,300,0.8,0.76,0.556666666666667,0.0866666666666667,112862,135119,68607
"6770","21677",534,414,0.995169082125604,0.695652173913043,0.231884057971014,0.0893719806763285,112578,114375,44487
"6771","21678",1868,1573,0.935155753337572,0.541640178003814,0.253019707565162,0.0985378258105531,70167,110724,46318
